Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
20,July,2014,09:05:07,007010-20072014,357***,186***,S GLOS,SEVERN,Person (land line),Fire,RoadVehicle,Road Vehicle > Car,yes,Accidental,no,,,,Person running call,"Accidental;  Overheating, unknown cause","Electricity supply ->  Wiring, cabling, plugs",Electric,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,None,,,no,,no,,,,,
20,July,2014,09:10:06,007011-20072014,361***,173***,BRISTOL,EASTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Sporting venues > Sports Hall,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,09:20:51,007016-20072014,372***,168***,BANES,BATHAVON NORTH,Person (mobile),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
20,July,2014,09:50:59,007017-20072014,361***,173***,BRISTOL,EASTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Sporting venues > Sports Hall,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,10:08:39,007019-20072014,374***,165***,BANES,WIDCOMBE,Person (land line),Special Service,RoadVehicle,Road Vehicle > Motor Home,,,,,,,,,,,,,,,"Spills and Leaks (not RTC), Vehicle leaking fuel",no,,no,,,,,
20,July,2014,11:47:03,007023-20072014,365***,169***,BANES,KEYNSHAM NORTH,Person (mobile),Special Service,OutdoorStructure,Outdoor > Outdoor equipment and machinery > Other outdoor equipment/machinery,,,,,,,,,,,,,,,"Making Safe (not RTC), Other",no,,no,,,,,
20,July,2014,12:02:01,007025-20072014,354***,175***,N SOM,EASTON-IN-GORDANO,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Entertainment and culture > Conference Centre,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
20,July,2014,12:13:12,007026-20072014,363***,173***,BRISTOL,ST GEORGE WEST,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
20,July,2014,12:13:40,007027-20072014,362***,173***,BRISTOL,BRISLINGTON EAST,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Warehouses and bulk storage > Warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,12:43:17,007031-20072014,373***,182***,S GLOS,CHIPPING SODBURY,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: heat > Incorrect positioning,no,,,,,
20,July,2014,13:14:26,007032-20072014,373***,166***,BANES,NEWBRIDGE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
20,July,2014,13:16:07,007033-20072014,365***,181***,S GLOS,WINTERBOURNE,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Sheltered Housing - not self contained,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
20,July,2014,13:33:40,007034-20072014,359***,178***,BRISTOL,HORFIELD,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
20,July,2014,14:32:45,007037-20072014,361***,178***,BRISTOL,LOCKLEAZE,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
20,July,2014,15:15:15,007041-20072014,358***,170***,BRISTOL,FILWOOD,Person (mobile),False Alarm,Dwelling,Not known > False Alarm - Property not found,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,
20,July,2014,14:12:15,007036-20072014,373***,166***,BANES,NEWBRIDGE,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,16:03:12,007042-20072014,362***,172***,BRISTOL,BRISLINGTON WEST,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Highway/road surface/pavement,no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
20,July,2014,18:11:53,007045-20072014,366***,161***,BANES,FARMBOROUGH,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Other,no,,,,,
20,July,2014,18:37:08,007047-20072014,356***,186***,S GLOS,PILNING AND SEVERN BEACH,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,
20,July,2014,18:51:29,007048-20072014,360***,172***,BRISTOL,LAWRENCE HILL,Police,Special Service,Outdoor,Outdoor > Other outdoors (including land) > Highway/road surface/pavement,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
20,July,2014,19:32:04,007050-20072014,359***,178***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
20,July,2014,19:33:53,007051-20072014,362***,175***,BRISTOL,EASTVILLE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
20,July,2014,20:11:52,007052-20072014,360***,176***,BRISTOL,BISHOPSTON,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
20,July,2014,20:55:48,007057-20072014,363***,181***,S GLOS,BRADLEY STOKE BOWSLAND,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
20,July,2014,21:17:25,007059-20072014,362***,175***,BRISTOL,EASTVILLE,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Other outdoor location,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
20,July,2014,21:22:43,007060-20072014,360***,169***,BRISTOL,HENGROVE,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
20,July,2014,22:54:25,007061-20072014,356***,177***,BRISTOL,WESTBURY-ON-TRYM,Police,False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
20,July,2014,20:22:05,007053-20072014,361***,175***,BRISTOL,EASTVILLE,Person (mobile),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Cooking - chip pan/deep fat fryer,Cooking appliance -> Cooker incl oven,Electric,Food -> Cooking oil or fat,Food -> Cooking oil or fat,Fuel supply disconnected,None -> No firefighting,,no,,no,yes,,,,
21,July,2014,00:12:11,007062-21072014,360***,175***,BRISTOL,ASHLEY,Person (mobile),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Making Safe (not RTC), Other",no,,no,,,,,
21,July,2014,00:25:00,007063-21072014,359***,174***,BRISTOL,CABOT,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
21,July,2014,00:33:11,007064-21072014,357***,175***,BRISTOL,COTHAM,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
21,July,2014,02:35:16,007065-21072014,358***,176***,BRISTOL,HENLEAZE,Police,Fire,NonResidential,Building > Non Residential > Retail > Single shop,yes,Deliberate – others property,no,no,Yes - occupied,no,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,Clothing/Textiles  -> Clothing,Clothing/Textiles  -> Clothing,Fire extinguisher,,,no,,no,yes,,,,
21,July,2014,02:37:41,007066-21072014,365***,172***,S GLOS,HANHAM,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - (licensed for sale of alcohol),,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
21,July,2014,03:35:51,007068-21072014,363***,171***,BRISTOL,BRISLINGTON EAST,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
21,July,2014,04:10:05,007069-21072014,359***,173***,BRISTOL,LAWRENCE HILL,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Highway/road surface/pavement,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
21,July,2014,04:15:25,007070-21072014,359***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
21,July,2014,08:09:04,007077-21072014,365***,189***,S GLOS,THORNBURY SOUTH,Police,False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
21,July,2014,09:45:59,007078-21072014,353***,176***,BRISTOL,AVONMOUTH,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: heat > Faulty,no,,,,,
21,July,2014,11:12:22,007083-21072014,351***,176***,N SOM,EASTON-IN-GORDANO,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Warehouses and bulk storage > Warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
21,July,2014,12:03:09,007085-21072014,375***,165***,BANES,ABBEY,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Fumes/heat haze,no,,,,,
21,July,2014,12:47:50,007088-21072014,360***,174***,BRISTOL,LAWRENCE HILL,Police,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,,,,,,,,,,,,,,,"Lift Release, For person in distress",no,,no,,,,,
21,July,2014,13:20:47,007091-21072014,359***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
21,July,2014,13:25:49,007092-21072014,360***,172***,BRISTOL,LAWRENCE HILL,Ambulance,Special Service,RoadVehicle,Road Vehicle > Van,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,
21,July,2014,14:24:03,007095-21072014,360***,169***,BRISTOL,HENGROVE,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Roadside vegetation",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
21,July,2014,15:34:42,007103-21072014,366***,177***,S GLOS,SISTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Pre School/nursery,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
21,July,2014,15:55:56,007105-21072014,375***,165***,BANES,ABBEY,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Tenement Building,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
21,July,2014,16:16:03,007106-21072014,359***,175***,BRISTOL,ASHLEY,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"Spills and Leaks (not RTC), Vehicle leaking fuel",no,,no,,,,,
21,July,2014,16:57:59,007107-21072014,353***,177***,BRISTOL,AVONMOUTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Other Dwelling,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
21,July,2014,19:06:01,007110-21072014,360***,169***,BRISTOL,FILWOOD,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
21,July,2014,20:05:34,007111-21072014,355***,178***,BRISTOL,KINGSWESTON,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
21,July,2014,20:51:41,007115-21072014,332***,159***,N SOM,WESTON-SUPER-MARE CLARENCE AND UPHILL,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
21,July,2014,21:43:14,007117-21072014,373***,165***,BANES,NEWBRIDGE,Police,False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Reported incident/Location not found,no,,,,,
21,July,2014,21:58:42,007118-21072014,357***,179***,BRISTOL,HENBURY,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,
21,July,2014,22:55:38,007120-21072014,359***,171***,BRISTOL,WINDMILL HILL,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Chemicals/aerosols,no,,,,,
21,July,2014,23:04:17,007121-21072014,353***,177***,BRISTOL,AVONMOUTH,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,"Naked flame -> Lighted paper or card, or other naked flame ",Not applicable,,"Explosives, gas, chemicals -> Petrol/Oil products",Fire extinguisher,,,no,,no,,,,,
21,July,2014,23:11:17,007123-21072014,362***,173***,BRISTOL,ST GEORGE WEST,Police,False Alarm,Dwelling,Building > Dwelling > Other Dwelling,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,
22,July,2014,03:06:11,007124-22072014,363***,181***,S GLOS,BRADLEY STOKE BAILEYS COURT,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Outdoor storage,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
22,July,2014,05:33:42,007127-22072014,362***,171***,BRISTOL,BRISLINGTON EAST,Police,False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Woodland/forest - broadleaf/hardwood",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
22,July,2014,05:33:51,007128-22072014,359***,174***,BRISTOL,ASHLEY,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Highway/road surface/pavement,no,Not known,no,,,,,,,,,,,,,no,,no,,,,,
22,July,2014,06:34:07,007131-22072014,368***,181***,S GLOS,FRAMPTON COTTERELL,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
22,July,2014,06:47:57,007132-22072014,359***,174***,BRISTOL,CABOT,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Unknown if licensed HMO > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
22,July,2014,07:37:10,007141-22072014,333***,160***,N SOM,WESTON-SUPER-MARE SOUTH,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Day care centre (drop in centre),,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
22,July,2014,07:27:28,007134-22072014,364***,180***,S GLOS,ALMONDSBURY,Person (land line),Fire,RoadVehicle,Road Vehicle > Car,yes,Accidental,no,,,,Person running call,Accidental;  Faulty fuel supplies - Electricity,Vehicles only -> Electrical fault ,Electric,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,Structural/Fixtures/Fitting s – Internal -> Internal fittings,None,,,no,,no,,,,,
22,July,2014,07:42:26,007142-22072014,367***,173***,S GLOS,SISTON,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
22,July,2014,08:46:00,007144-22072014,359***,171***,BRISTOL,FILWOOD,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
22,July,2014,09:17:30,007145-22072014,360***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Engineering,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
22,July,2014,10:44:57,007147-22072014,359***,174***,BRISTOL,ASHLEY,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
22,July,2014,11:07:10,007148-22072014,358***,178***,BRISTOL,SOUTHMEAD,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
22,July,2014,11:36:43,007151-22072014,353***,178***,BRISTOL,AVONMOUTH,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Roadside vegetation",no,Accidental,yes,,,,,,,,,,,,,no,,no,,,,,
22,July,2014,12:06:26,007165-22072014,360***,169***,BRISTOL,HENGROVE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
22,July,2014,12:15:02,007166-22072014,375***,165***,BANES,ABBEY,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
